name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Liberty Fire,2018-06-11,2018,San Joaquin,62.0,01/04/19 10:08 AM,06/11/18 12:16 PM,01/04/19 10:08AM,Unknown,0,0,38.24033,-121.09199
Santiago Fire,2018-06-11,2018,Orange,155.0,01/04/19 10:08 AM,06/11/18 5:04 PM,01/04/19 10:08AM,Unknown,0,0,33.787838,-117.746625
Euclid Fire,2018-06-12,2018,Riverside,154.0,01/04/19 10:07 AM,06/12/18 2:22 PM,01/04/19 10:07AM,Unknown,0,0,33.925862,-117.654299
Portola Fire,2018-06-12,2018,Los Angeles,20.0,01/04/19 10:07 AM,06/12/18 2:56 PM,01/04/19 10:07AM,Unknown,0,0,34.110516,-118.427886
Beaver Fire,2018-06-12,2018,San Benito,215.0,01/04/19 10:07 AM,06/12/18 3:06 PM,01/04/19 10:07AM,Unknown,0,0,36.37532,-120.862579
Vista Fire,2018-06-13,2018,San Luis Obispo,60.0,01/04/19 10:07 AM,06/13/18 12:38 PM,01/04/19 10:07AM,Unknown,0,0,35.663607,-120.670311
Spring Fire,2018-06-13,2018,Tehama,70.0,06/27/19 8:39 AM,06/13/18 9:06 PM,01/04/19 10:07AM,Unknown,0,0,40.394073,-122.135924
70 Fire,2018-06-14,2018,Butte,20.0,01/04/19 10:07 AM,06/14/18 3:18 PM,01/04/19 10:07AM,Unknown,0,0,39.602703,-121.617698
Bridle Fire,2018-06-14,2018,Riverside,20.0,01/04/19 10:06 AM,06/14/18 5:02 PM,01/04/19 10:06AM,Unknown,0,0,33.524412,-116.821724
Creston FIre,2018-06-14,2018,San Luis Obispo,60.0,01/04/19 10:06 AM,06/14/18 5:23 PM,01/04/19 10:06AM,Unknown,0,0,35.58354,-120.624135
Tumbleweed Fire,2018-06-14,2018,Lassen,646.0,01/04/19 10:06 AM,06/14/18 5:45 PM,01/04/19 10:06AM,Unknown,0,0,40.3768,-120.36403
Planada Fire,2018-06-15,2018,Merced,4564.0,01/04/19 10:06 AM,06/15/18 10:34 AM,01/04/19 10:06AM,Unknown,0,0,37.39339,-120.34207
Raymond Fire,2018-06-15,2018,Madera,60.0,01/04/19 10:06 AM,06/15/18 11:46 AM,01/04/19 10:06AM,Unknown,0,0,37.14663,-119.91223
Boyer Fire,2018-06-15,2018,Mariposa,53.0,01/04/19 10:05 AM,06/15/18 1:37 PM,01/04/19 10:05AM,Unknown,0,0,37.47677,-119.84299
Oregon Fire,2018-06-16,2018,Butte,40.0,01/04/19 10:05 AM,06/16/18 11:47 AM,01/04/19 10:05AM,Unknown,0,0,39.549167,-121.521111
Creek Fire,2018-06-16,2018,Lake,32.0,01/04/19 10:05 AM,06/16/18 2:04 PM,01/04/19 10:05AM,Unknown,0,0,38.886518,-122.476381
Willow Fire,2018-06-16,2018,Contra Costa,25.0,01/04/19 10:05 AM,06/16/18 3:10 PM,01/04/19 10:05AM,Unknown,0,0,38.015323,-121.998967
Upper Colony Fire,2018-06-17,2018,,1202.0,01/04/19 10:05 AM,06/17/18 11:44 AM,01/04/19 10:05AM,Unknown,0,0,38.834395,-119.416746
China Fire,2018-06-17,2018,Amador,17.0,01/04/19 10:05 AM,06/17/18 1:58 PM,01/04/19 10:05AM,Unknown,0,0,38.265645,-120.892404
Dinosaur Fire,2018-06-17,2018,Merced,185.0,01/04/19 10:04 AM,06/17/18 3:09 PM,01/04/19 10:04AM,Unknown,0,0,37.05876,-121.176354
Vallecitos Fire,2018-06-17,2018,Alameda,20.0,01/04/19 10:04 AM,06/17/18 3:56 PM,01/04/19 10:04AM,Unknown,0,0,37.627119,-121.806775
Wheeler Fire,2018-06-18,2018,Mariposa,115.0,01/04/19 10:04 AM,06/18/18 12:30 PM,01/04/19 10:04AM,Unknown,0,0,37.707234,-120.199162
Iron Fire,2018-06-19,2018,Contra Costa,40.0,01/04/19 10:04 AM,06/19/18 3:19 PM,01/04/19 10:04AM,Unknown,0,0,37.779209,-121.908976
Ranchita Fire,2018-06-19,2018,Monterey,10.0,01/04/19 10:04 AM,06/19/18 4:06 PM,01/04/19 10:04AM,Unknown,0,0,35.77017,-120.57833
Yankee Fire,2018-06-20,2018,San Luis Obispo,1500.0,01/04/19 10:03 AM,06/20/18 6:22 PM,01/04/19 10:03AM,Unknown,0,0,35.73629,-120.75593
Creek Fire,2018-06-21,2018,San Luis Obispo,10.0,10/25/19 9:25 AM,06/21/18 4:45 PM,01/04/19 10:03AM,Unknown,12,0,35.05747,-120.39295
Lane Fire,2018-06-23,2018,Tehama,3716.0,01/04/19 10:02 AM,06/23/18 11:38 AM,01/04/19 10:02AM,Unknown,0,0,40.35068,-121.77867
Stoll Fire,2018-06-23,2018,Tehama,268.0,10/25/19 9:06 AM,06/23/18 12:52 PM,01/04/19 10:02AM,Under Investigation,24,0,40.18395,-122.27574
Bascom Fire,2018-06-23,2018,Shasta,328.0,01/04/19 10:02 AM,06/23/18 12:54 PM,01/04/19 10:02AM,Unknown,0,0,40.52909,-122.17457
Sierra Fire,2018-06-23,2018,Tehama,170.0,01/04/19 10:02 AM,06/23/18 1:15 PM,01/04/19 10:02AM,Unknown,0,0,40.12791,-122.19792
Pawnee Fire,2018-06-23,2018,Lake,15185.0,10/25/19 9:04 AM,06/23/18 5:21 PM,01/04/19 10:01AM,Unknown,22,0,39.0674,-122.59848
Canyon Fire,2018-06-23,2018,Los Angeles,62.0,01/04/19 10:01 AM,06/23/18 7:39 PM,01/04/19 10:01AM,Unknown,0,0,34.53765,-118.75495
Creek Fire,2018-06-24,2018,Shasta,1678.0,01/04/19 10:01 AM,06/24/18 12:29 PM,01/04/19 10:01AM,Unknown,11,0,40.50318,-122.42308
Flat Fire,2018-06-24,2018,Tuolumne,163.0,01/04/19 10:01 AM,06/24/18 1:54 PM,01/04/19 10:01AM,Unknown,0,0,37.80785,-120.30187
Horse Fire,2018-06-24,2018,Calaveras,80.0,10/25/19 9:26 AM,06/24/18 3:28 PM,01/04/19 10:01AM,Unknown,2,0,37.95766,-120.68902
Romero Fire,2018-06-24,2018,Merced,68.0,01/04/19 10:00 AM,06/24/18 4:11 PM,01/04/19 10:00AM,Unknown,0,0,37.08529,-121.09354
San Ardo,2018-06-26,2018,Monterey,375.0,06/27/19 8:38 AM,06/26/18 7:11 AM,06/21/19 8:51AM,Unknown,0,0,35.95515,-120.86256
Fox Fire,2018-06-26,2018,San Luis Obispo,260.0,01/04/19 10:00 AM,06/26/18 11:16 AM,01/04/19 10:00AM,Unknown,0,0,35.33916,-120.71488
Shippee Fire,2018-06-26,2018,Butte,347.0,01/04/19 9:59 AM,06/26/18 12:56 PM,01/04/19 9:59AM,Unknown,0,0,39.59872,-121.78208
Anchor Fire,2018-06-27,2018,Fresno,76.0,01/04/19 9:59 AM,06/27/18 12:39 PM,01/04/19 9:59AM,Unknown,0,0,36.696879,-119.304499
Hyatt Fire,2018-06-27,2018,Lassen,441.0,10/25/19 9:31 AM,06/27/18 3:09 PM,01/04/19 9:59AM,Unknown,4,0,40.316137,-120.45053
Cherry Fire,2018-06-27,2018,Siskiyou,63.0,01/04/19 9:59 AM,06/27/18 7:46 PM,01/04/19 9:59AM,Unknown,0,0,41.83359,-122.99272
Flat Fire,2018-06-28,2018,Trinity,300.0,01/04/19 9:59 AM,06/28/18 6:01 PM,01/04/19 9:59AM,Unknown,0,0,40.60402,-122.9144
Llano Fire,2018-06-29,2018,Butte,10.0,01/04/19 9:58 AM,06/29/18 11:44 AM,01/04/19 9:58AM,Unknown,0,0,39.6139,-121.954098
Waverly Fire,2018-06-29,2018,San Joaquin,12300.0,10/25/19 9:32 AM,06/29/18 3:11 PM,01/04/19 9:58AM,Unknown,0,0,38.052055,-120.945482
Grant Fire,2018-06-29,2018,Sacramento,30.0,01/04/19 9:58 AM,06/29/18 3:46 PM,01/04/19 9:58AM,Unknown,0,0,38.595865,-121.17693
Valley Fire,2018-06-29,2018,Contra Costa,268.0,01/04/19 9:58 AM,06/29/18 4:06 PM,01/04/19 9:58AM,Unknown,0,0,37.94714,-121.9921
Sheep Fire,2018-06-29,2018,Kern,95.0,01/04/19 9:57 AM,06/29/18 5:53 PM,01/04/19 9:57AM,Unknown,0,0,35.1234,-118.72905
Tesla Fire,2018-06-29,2018,Santa Clara,70.0,01/04/19 9:57 AM,06/29/18 8:59 PM,01/04/19 9:57AM,Unknown,0,0,37.66074,-121.67144
Creek Fire,2018-06-30,2018,San Bernardino,33.0,01/04/19 9:57 AM,06/30/18 12:12 PM,01/04/19 9:57AM,Unknown,0,0,34.17711,-117.15381
County Fire,2018-06-30,2018,Napa and Yolo,90288.0,10/25/19 9:35 AM,06/30/18 2:12 PM,01/04/19 9:57AM,Electrical,29,0,38.80583,-122.18183
Petersburg Fire,2018-07-01,2018,Siskiyou,215.0,01/04/19 9:56 AM,07/01/18 6:13 PM,01/04/19 9:56AM,Unknown,0,0,41.085,-123.051
Buckingham Fire,2018-07-02,2018,Contra Costa,45.0,01/04/19 9:57 AM,07/02/18 2:25 PM,01/04/19 9:57AM,Unknown,0,0,37.86339,-122.12351
Stony Fire,2018-07-04,2018,Colusa,75.0,01/04/19 9:56 AM,07/04/18 1:14 PM,01/04/19 9:56AM,Unknown,0,0,39.2976,-122.512012
Par Fire,2018-07-04,2018,Butte,191.0,01/04/19 9:56 AM,07/04/18 1:30 PM,01/04/19 9:56AM,Unknown,0,0,39.491737,-121.637759
Benton Fire,2018-07-04,2018,Riverside,63.0,01/04/19 9:56 AM,07/04/18 2:20 PM,01/04/19 9:56AM,Unknown,0,0,33.56349,-116.732032
Shingle Fire,2018-07-04,2018,El Dorado,316.0,01/04/19 9:56 AM,07/04/18 5:09 PM,01/04/19 9:56AM,Unknown,0,0,38.539806,-121.059979
Klamathon Fire,2018-07-05,2018,Siskiyou,38008.0,10/25/19 9:41 AM,07/05/18 12:31 PM,01/04/19 9:55AM,Under Investigation,83,0,41.893332,-122.534655
Peach Fire,2018-07-05,2018,Mendocino,90.0,01/04/19 9:55 AM,07/05/18 3:12 PM,01/04/19 9:55AM,Unknown,0,0,39.038859,-123.38493
Box Fire,2018-07-06,2018,San Bernardino,100.0,01/04/19 9:55 AM,07/06/18 9:36 AM,01/04/19 9:55AM,Unknown,0,0,34.22526,-117.40967
Building Fire,2018-07-06,2018,San Diego,10.0,01/04/19 9:55 AM,07/06/18 10:11 AM,01/04/19 9:55AM,Unknown,0,0,32.619855,-116.764733
Bridle Fire,2018-07-06,2018,Santa Clara,116.0,01/04/19 9:54 AM,07/06/18 10:40 AM,01/04/19 9:54AM,Unknown,0,0,37.06367,-121.53586
Valley Fire,2018-07-06,2018,San Bernardino,1350.0,01/04/19 9:55 AM,07/06/18 1:29 PM,01/04/19 9:55AM,Unknown,0,0,34.095568,-116.958806
Irish Fire,2018-07-06,2018,Amador,825.0,10/25/19 9:43 AM,07/06/18 2:42 PM,01/04/19 9:54AM,Unknown,0,0,38.42623,-120.95408
Holiday Fire,2018-07-06,2018,Santa Barbara,113.0,10/25/19 9:42 AM,07/06/18 8:40 PM,01/04/19 9:54AM,Unknown,24,0,34.463889,-119.831389
West Fire,2018-07-06,2018,San Diego,504.0,10/25/19 9:43 AM,07/06/18 11:39 PM,01/04/19 9:55AM,Unknown,48,0,32.833674,-116.7311
Georges Fire,2018-07-08,2018,Inyo,2883.0,01/04/19 9:54 AM,07/08/18 1:36 PM,01/04/19 9:54AM,Lightning,0,0,36.6734,-118.21881
Lebec Fire,2018-07-08,2018,Kern,62.0,01/04/19 9:54 AM,07/08/18 1:38 PM,01/04/19 9:54AM,Unknown,0,0,34.86022,-118.87881
Vista Fire,2018-07-08,2018,Shasta,31.0,01/04/19 9:53 AM,07/08/18 2:41 PM,01/04/19 9:53AM,Unknown,0,0,40.62693,-122.23449
Bruce Fire,2018-07-08,2018,Contra Costa,56.0,01/04/19 9:53 AM,07/08/18 4:45 PM,01/04/19 9:53AM,Unknown,0,0,37.79718,-121.85311
Grant Fire,2018-07-08,2018,Alameda,640.0,01/04/19 9:53 AM,07/08/18 5:38 PM,01/04/19 9:53AM,Firework,0,0,37.75646,-121.60646
James Loop Fire,2018-07-09,2018,,280.0,01/04/19 9:53 AM,07/09/18 12:53 PM,01/04/19 9:53AM,Unknown,0,0,39.05391,-119.82242
Spring 2 Fire,2018-07-09,2018,Lake,80.0,10/25/19 9:44 AM,07/09/18 4:46 PM,01/04/19 9:51AM,Unknown,0,0,39.06715,-122.59789
Cornerstone Fire,2018-07-09,2018,Madera,11.0,01/04/19 9:52 AM,07/09/18 5:54 PM,01/04/19 9:52AM,Unknown,0,0,37.19817,-119.80414
Dale Fire,2018-07-09,2018,Tehama,856.0,01/04/19 9:52 AM,07/09/18 6:30 PM,01/04/19 9:52AM,Unknown,0,0,40.33682,-121.93908
Dark Fire,2018-07-10,2018,Butte,11.0,01/04/19 9:51 AM,07/10/18 12:42 PM,01/04/19 9:51AM,Unknown,0,0,39.66492,-121.51772
Curie Fire,2018-07-10,2018,Santa Clara,70.0,01/04/19 9:50 AM,07/10/18 3:08 PM,01/04/19 9:50AM,Unknown,0,0,37.22545,-121.79189
Hale Fire,2018-07-10,2018,Santa Clara,51.0,01/04/19 9:51 AM,07/10/18 4:45 PM,01/04/19 9:51AM,Unknown,0,0,37.163594,-121.702547
School Fire,2018-07-10,2018,Madera,12.0,01/04/19 9:50 AM,07/10/18 5:31 PM,01/04/19 9:50AM,Unknown,0,0,37.22791,-119.50461
Panoche Fire,2018-07-11,2018,San Benito,278.0,01/04/19 9:49 AM,07/11/18 4:40 PM,01/04/19 9:49AM,Unknown,0,0,36.65351,-121.0454
Idria Fire,2018-07-12,2018,San Benito,116.0,01/04/19 9:49 AM,07/12/18 12:57 PM,01/04/19 9:49AM,Unknown,0,0,36.59036,-120.82355
Stoney Fire,2018-07-12,2018,Butte,962.0,01/04/19 9:48 AM,07/12/18 10:45 PM,01/04/19 9:48AM,Unknown,0,0,39.77124,-121.76859
Gray Fire,2018-07-13,2018,San Bernardino,12.0,01/04/19 9:47 AM,07/13/18 2:32 PM,01/04/19 9:47AM,Unknown,0,0,34.171786,-117.35606
Ferguson Fire,2018-07-13,2018,Mariposa,96901.0,01/04/19 9:48 AM,07/13/18 9:36 PM,01/04/19 9:48AM,Unknown,0,0,37.6549,-119.88581
Eagle Fire,2018-07-13,2018,Modoc,2100.0,01/04/19 9:46 AM,07/13/18 10:03 PM,01/04/19 9:46AM,Unknown,0,0,41.29363,-120.11461
3-2 Fire,2018-07-14,2018,Lassen,14.0,01/04/19 9:45 AM,07/14/18 3:00 PM,01/04/19 9:45AM,Unknown,0,0,39.99309,-120.02137
Lariat Fire,2018-07-14,2018,Tehama,33.0,01/04/19 9:46 AM,07/14/18 8:40 PM,01/04/19 9:46AM,Unknown,0,0,40.00293,-122.44008
Kelley Fire,2018-07-14,2018,Modoc,52.0,01/04/19 9:46 AM,07/14/18 8:46 PM,01/04/19 9:46AM,Unknown,0,0,41.50105,-120.61108
Steamboat Fire,2018-07-15,2018,Siskiyou,224.0,01/04/19 9:44 AM,07/15/18 9:58 AM,01/04/19 9:44AM,Lightning,0,0,41.70877,-122.47293
3-10 Fire,2018-07-15,2018,Lassen,56.0,01/04/19 9:44 AM,07/15/18 11:55 AM,01/04/19 9:44AM,Unknown,0,0,40.95234,-121.21597
Johnson Fire,2018-07-15,2018,Humboldt,16.0,01/04/19 9:43 AM,07/15/18 4:14 PM,01/04/19 9:43AM,Unknown,0,0,41.34453,-123.85404
3-18 Fire,2018-07-15,2018,Lassen,32.0,01/04/19 9:42 AM,07/15/18 4:45 PM,01/04/19 9:42AM,Unknown,0,0,41.08583,-121.05722
Tuscan Fire,2018-07-15,2018,Tehama,50.0,01/04/19 9:43 AM,07/15/18 5:15 PM,01/04/19 9:43AM,Unknown,0,0,40.27754,-122.11375
Natchez Fire,2018-07-15,2018,,38134.0,01/04/19 9:42 AM,07/15/18 6:30 PM,01/04/19 9:42AM,Unknown,0,0,41.95113,-123.54642
3-16 Fire,2018-07-15,2018,Lassen,89.0,01/04/19 9:42 AM,07/15/18 6:54 PM,01/04/19 9:42AM,Unknown,0,0,40.94666,-121.27049
Garner Complex,2018-07-16,2018,,29016.0,01/04/19 9:42 AM,07/16/18 3:00 PM,01/04/19 9:42AM,Unknown,0,0,,
Camp Fire,2018-07-17,2018,San Luis Obispo,14.0,01/04/19 9:41 AM,07/17/18 11:13 AM,01/04/19 9:41AM,Unknown,0,0,35.70086,-120.97339
Border Fire,2018-07-17,2018,San Diego,28.0,01/04/19 9:41 AM,07/17/18 2:05 PM,01/04/19 9:41AM,Unknown,0,0,32.557566,-116.8663
Lott Fire,2018-07-17,2018,Siskiyou,10.0,01/04/19 9:40 AM,07/17/18 7:03 PM,01/04/19 9:40AM,Unknown,0,0,41.632373,-122.37985
Cruces Fire,2018-07-18,2018,Santa Barbara,77.0,01/04/19 9:40 AM,07/18/18 11:55 AM,01/04/19 9:40AM,Unknown,0,0,34.54305556,-120.31805556
Eighty Eight Fire,2018-07-18,2018,Yolo,822.0,01/04/19 9:40 AM,07/18/18 2:24 PM,01/04/19 9:40AM,Unknown,0,0,38.59694444,-121.99388889
Simmons Fire,2018-07-19,2018,Butte,43.0,01/04/19 9:40 AM,07/19/18 12:00 PM,01/04/19 9:40AM,Unknown,0,0,39.57202,-121.43131
Ben Fire,2018-07-19,2018,Mariposa,40.0,01/04/19 9:39 AM,07/19/18 1:07 PM,01/04/19 9:39AM,Unknown,0,0,37.28365,-119.97546
Horse Creek Fire,2018-07-19,2018,Tulare,34.0,01/04/19 9:39 AM,07/19/18 4:25 PM,01/04/19 9:39AM,Unknown,0,0,36.42638,-118.70443
Skyline Fire,2018-07-19,2018,Riverside,282.0,01/04/19 9:39 AM,07/19/18 5:22 PM,01/04/19 9:39AM,Unknown,0,0,33.836101,-117.607577
Cinnamon Fire,2018-07-20,2018,San Diego,13.0,01/04/19 9:39 AM,07/20/18 1:07 PM,01/04/19 9:39AM,Under Investigation,0,0,33.04898,-116.78928
Highland Fire,2018-07-20,2018,Shasta,63.0,01/04/19 9:38 AM,07/20/18 1:26 PM,01/04/19 9:38AM,Campfire,0,0,40.741186,-122.649626
Windmill Fire,2018-07-20,2018,Santa Barbara,110.0,01/04/19 9:38 AM,07/20/18 2:23 PM,01/04/19 9:38AM,Unknown,0,0,34.62412,-120.22298
Carder Fire,2018-07-21,2018,Lake,50.0,10/25/19 9:45 AM,07/21/18 2:40 PM,01/04/19 9:38AM,Unknown,0,0,38.91152,-122.86854
Mustang Fire,2018-07-21,2018,San Luis Obispo,37.0,01/04/19 9:38 AM,07/21/18 3:01 PM,01/04/19 9:38AM,Unknown,0,0,35.64917,-120.71907
Rock Fire,2018-07-21,2018,San Luis Obispo,30.0,01/04/19 9:38 AM,07/21/18 3:50 PM,01/04/19 9:38AM,Unknown,0,0,35.68539,-120.95157
Heart Fire,2018-07-21,2018,Mendocino,67.0,01/04/19 9:37 AM,07/21/18 4:22 PM,01/04/19 9:37AM,Unknown,0,0,39.279833,-123.258319
Country Fire,2018-07-22,2018,Santa Clara,320.0,01/04/19 9:37 AM,07/22/18 1:06 PM,01/04/19 9:37AM,Unknown,0,0,37.449425,-121.88807
Pico Fire,2018-07-23,2018,Los Angeles,128.0,01/04/19 9:37 AM,07/23/18 12:55 PM,01/04/19 9:37AM,Unknown,0,0,34.38039,-118.60441
Carr Fire,2018-07-23,2018,Shasta and Trinity,229651.0,01/14/21 3:33 PM,07/23/18 1:15 PM,08/30/18 9:37AM,Vehicle,1614,3,40.65428,-122.62357
Martinez Fire,2018-07-23,2018,Riverside,40.0,01/04/19 9:36 AM,07/23/18 2:55 PM,01/04/19 9:36AM,Unknown,0,0,33.56921,-116.154398
Crestline Fire,2018-07-24,2018,Shasta,51.0,01/04/19 9:36 AM,07/24/18 3:24 PM,01/04/19 9:36AM,Unknown,0,0,40.824,-121.90215
Roxie Fire (Formerly 1-1 Fire),2018-07-24,2018,Lassen,167.0,01/04/19 9:35 AM,07/24/18 4:02 PM,01/04/19 9:35AM,Unknown,0,0,40.34822,-120.82497
Cranston Fire,2018-07-25,2018,Riverside,13139.0,10/25/19 9:51 AM,07/25/18 11:41 AM,01/04/19 9:36AM,Unknown,12,0,,
Hidden Fire,2018-07-25,2018,San Benito,39.0,01/04/19 9:35 AM,07/25/18 2:11 PM,01/04/19 9:35AM,Unknown,0,0,36.796,-121.40604
Marsh Fire,2018-07-25,2018,Contra Costa,247.0,10/25/19 9:49 AM,07/25/18 2:41 PM,01/04/19 9:34AM,Under Investigation,0,0,37.89612,-121.85847
Patterson Fire,2018-07-25,2018,Alameda,34.0,01/04/19 9:34 AM,07/25/18 4:05 PM,01/04/19 9:34AM,Unknown,0,0,37.71173,-121.55604
Church Fire,2018-07-25,2018,Santa Clara,20.0,01/04/19 9:33 AM,07/25/18 4:14 PM,01/04/19 9:33AM,Unknown,0,0,37.07793,-121.600023
Ribbon Fire,2018-07-26,2018,Riverside,205.0,01/04/19 9:33 AM,07/26/18 10:12 AM,01/04/19 9:33AM,Unknown,0,0,33.571763,-116.500058
Ranch Fire (Mendocino Complex),2018-07-27,2018,"Colusa, Glenn, Lake and Mendocino",410203.0,11/17/20 1:09 PM,07/27/18 12:05 PM,01/04/19 9:33AM,Human,246,0,39.243283,-123.103367
Balch Fire,2018-07-27,2018,Tulare,100.0,01/04/19 9:33 AM,07/27/18 12:14 PM,01/04/19 9:33AM,Unknown,0,0,36.21634,-118.82989
River Fire (Mendocino Complex),2018-07-27,2018,"Colusa, Lake and Mendocino",48920.0,10/25/19 10:07 AM,07/27/18 1:01 PM,01/04/19 9:18AM,Unknown,35,0,39.04786,-123.11971
Pasqual Fire,2018-07-27,2018,San Diego,365.0,01/04/19 9:32 AM,07/27/18 1:28 PM,01/04/19 9:32AM,Unknown,0,0,33.07892,-116.91845
Whaleback Fire,2018-07-27,2018,Lassen,18703.0,01/04/19 9:32 AM,07/27/18 1:32 PM,01/04/19 9:32AM,Unknown,0,0,40.633536,-120.868091
Breckenridge Fire,2018-07-27,2018,Kern,993.0,01/04/19 9:32 AM,07/27/18 4:12 PM,01/04/19 9:32AM,Unknown,0,0,35.387408,-118.817934
Rock Fire,2018-07-28,2018,San Diego,207.0,01/04/19 9:31 AM,07/28/18 3:14 PM,01/04/19 9:31AM,Unknown,0,0,33.41476,-117.24044
Sobrante Fire,2018-07-28,2018,Riverside,30.0,01/04/19 9:30 AM,07/28/18 3:38 PM,01/04/19 9:30AM,Unknown,0,0,33.85852,-117.43521
Steele Fire,2018-07-28,2018,Napa,135.0,10/25/19 10:08 AM,07/28/18 4:30 PM,01/04/19 9:30AM,Unknown,8,0,38.51943,-122.18353
Corner Fire,2018-07-29,2018,Shasta,35.0,01/04/19 9:29 AM,07/29/18 4:22 PM,01/04/19 9:29AM,Unknown,0,0,40.95673,-121.6002
Owens Fire,2018-07-31,2018,Inyo,338.0,01/04/19 9:29 AM,07/31/18 3:07 PM,01/04/19 9:29AM,Unknown,0,0,37.735461,-118.970443
Eel Fire,2018-07-31,2018,Mendocino,972.0,01/04/19 9:29 AM,07/31/18 3:28 PM,01/04/19 9:29AM,Unknown,0,0,39.82877,-123.08489
Butte Fire,2018-07-31,2018,Sutter,1200.0,01/04/19 9:28 AM,07/31/18 5:34 PM,01/04/19 9:28AM,Unknown,0,0,39.186144,-121.792885
Sunset Fire,2018-08-01,2018,Placer,700.0,01/04/19 9:28 AM,08/01/18 1:11 PM,01/04/19 9:28AM,Unknown,0,0,38.82426,-121.451307
Bumper Fire,2018-08-01,2018,El Dorado,67.0,01/04/19 9:28 AM,08/01/18 1:57 PM,01/04/19 9:28AM,Unknown,0,0,38.645,-120.874167
Omega Fire,2018-08-01,2018,El Dorado,66.0,10/25/19 10:09 AM,08/01/18 2:40 PM,01/04/19 9:27AM,Unknown,0,0,38.82128,-121.03918
Western Fire,2018-08-01,2018,Mendocino,106.0,01/04/19 9:26 AM,08/01/18 3:53 PM,01/04/19 9:26AM,Unknown,0,0,38.8802,-123.0496
Donnell Fire,2018-08-01,2018,Tuolumne,36450.0,01/04/19 9:26 AM,08/01/18 5:48 PM,01/04/19 9:26AM,Unknown,0,0,38.349,-119.929
Tarina Fire,2018-08-03,2018,Kern,2950.0,01/04/19 9:26 AM,08/03/18 2:48 PM,01/04/19 9:26AM,Unknown,0,0,35.37444,-118.83556
Wagner Fire,2018-08-04,2018,Mariposa,22.0,10/25/19 10:10 AM,08/04/18 1:57 PM,01/04/19 9:24AM,Unknown,7,0,37.69965,-120.0545
Creek Fire,2018-08-04,2018,Alameda,30.0,01/04/19 9:25 AM,08/04/18 5:32 PM,01/04/19 9:25AM,Unknown,0,0,37.533026,-121.79733
Parrots Fire,2018-08-04,2018,Calaveras,136.0,01/04/19 9:24 AM,08/05/18 4:19 AM,01/04/19 9:24AM,Unknown,0,0,38.08424,-120.46078
Casner Fire,2018-08-06,2018,San Diego,14.0,01/04/19 9:24 AM,08/06/18 10:31 AM,01/04/19 9:24AM,Unknown,0,0,33.05737,-116.77154
Turkey Fire,2018-08-06,2018,Monterey,2225.0,01/04/19 9:23 AM,08/06/18 12:59 PM,01/04/19 9:23AM,Unknown,0,0,35.847778,-120.343056
Holy Fire,2018-08-06,2018,Orange,23136.0,10/25/19 10:12 AM,08/06/18 1:20 PM,01/04/19 9:23AM,Unknown,24,0,33.69888,-117.52055
Terra Fire,2018-08-06,2018,Riverside,35.0,01/04/19 9:23 AM,08/06/18 2:19 PM,01/04/19 9:23AM,Unknown,0,0,33.759722,-117.460278
South Fire,2018-08-06,2018,Calaveras,290.0,01/04/19 9:23 AM,08/06/18 4:26 PM,01/04/19 9:23AM,Unknown,0,0,38.061298,-120.872244
Five Fire,2018-08-06,2018,Kings,2995.0,01/04/19 9:23 AM,08/06/18 5:29 PM,01/04/19 9:23AM,Unknown,0,0,35.97896,-119.98329
Murphy Fire,2018-08-06,2018,Plumas,117.0,01/04/19 9:22 AM,08/07/18 2:11 AM,01/04/19 9:22AM,Unknown,0,0,39.996944,-121.27
Hirz Fire,2018-08-08,2018,Shasta,46150.0,01/04/19 9:21 AM,08/09/18 1:55 AM,01/04/19 9:21AM,Unknown,0,0,40.896,-122.219
Rangeland Fire,2018-08-09,2018,San Diego,250.0,01/04/19 9:21 AM,08/09/18 1:09 PM,01/04/19 9:21AM,Unknown,0,0,33.076239,-116.902985
Syar Fire,2018-08-09,2018,Napa,10.0,01/04/19 9:20 AM,08/09/18 2:21 PM,01/04/19 9:20AM,Unknown,0,0,38.27229,-122.26389
Hat Fire,2018-08-09,2018,Shasta,1900.0,01/04/19 9:21 AM,08/09/18 2:34 PM,01/04/19 9:21AM,Unknown,0,0,40.99344,-121.52225
Nelson Fire,2018-08-10,2018,Solano,2162.0,01/04/19 9:20 AM,08/10/18 4:57 PM,01/04/19 9:20AM,Unknown,0,0,38.431278,-122.043747
Gulch Fire,2018-08-11,2018,Monterey,650.0,01/04/19 9:20 AM,08/11/18 2:12 PM,01/04/19 9:20AM,Unknown,0,0,36.00912,-120.82226
Oak Fire,2018-08-12,2018,Nevada,16.0,01/04/19 9:19 AM,08/12/18 2:20 PM,01/04/19 9:19AM,Unknown,0,0,39.10494,-121.07039
Cloverdale Fire,2018-08-13,2018,San Diego,100.0,01/04/19 9:19 AM,08/13/18 2:58 PM,01/04/19 9:19AM,Unknown,0,0,33.0971179,-117.0242529
River Fire,2018-08-15,2018,Tulare,668.0,01/04/19 9:19 AM,08/15/18 5:14 PM,01/04/19 9:19AM,Unknown,0,0,35.79012,-118.7393
Stone Fire,2018-08-15,2018,Modoc,39387.0,01/04/19 9:20 AM,08/15/18 6:05 PM,01/04/19 9:20AM,Unknown,0,0,41.38544,-121.04386
